"","ID","IPV","LIHS","BF","time","BIP","BIPc","LIHSc","LIHSf","LIHSfc","BFf","BFfc","timeF"
"614",614,3.71648904929514,4.84112496563662,-0.344752802048256,1,"Intersectional",1,1.55904103041599,"HighIH",3,"FB",2,"T1"
"615",615,5.07582347285599,3.372652402128,0.755636053151565,1,"Intersectional",1,0.50090525600443,"MidIH",2,"BF",3,"T1"
"616",616,4.98578463798069,3.97850671695103,0.68274911031051,1,"Intersectional",1,0.937465080495898,"MidIH",2,"BF",3,"T1"
"617",617,5.70106608166132,3.80710529351164,1.26177345878215,1,"Typical",0,0.813958531968392,"MidIH",2,"BF",3,"T1"
"618",618,5.52576394565984,4.53745845736094,1.11986539450799,1,"Intersectional",1,1.34022836487364,"HighIH",3,"BF",3,"T1"
"619",619,4.58528797234984,3.55232837851721,0.358544808730011,1,"Typical",0,0.630374190694975,"MidIH",2,"BF",3,"T1"
"620",620,5.04484852352183,3.88416941483106,0.730561657589354,1,"Intersectional",1,0.869488547113408,"MidIH",2,"BF",3,"T1"
"621",621,3.67060360654797,3.79609685094132,-0.381897325823819,1,"Intersectional",1,0.806026189755355,"MidIH",2,"FB",2,"T1"
"622",622,3.17262163982405,4.94542350404277,-0.785016526497072,1,"Typical",0,1.63419532164953,"HighIH",3,"FB",2,"T1"
"623",623,2.80402113060352,3.32515021152495,-1.08340071021011,1,"Intersectional",1,0.466676651065492,"MidIH",2,"FB",2,"T1"
"624",624,5.02645533309774,4.37682484640729,0.715672266573114,1,"Intersectional",1,1.22448076798503,"MidIH",2,"BF",3,"T1"
"625",625,5.09463538786872,4.17549822101882,0.770864404075498,1,"Typical",0,1.07941104727054,"MidIH",2,"BF",3,"T1"
"626",626,6.15629324039151,4.5813988415117,1.63028240210662,1,"Intersectional",1,1.37189044257716,"HighIH",3,"B",4,"T1"
"627",627,5.55134339422556,4.17895198626861,1.14057210187595,1,"Typical",0,1.08189972336708,"MidIH",2,"BF",3,"T1"
"628",628,6.18698360327858,5.32373965027736,1.65512642334055,1,"Intersectional",1,1.90679820052925,"HighIH",3,"B",4,"T1"
"629",629,6.21558206101104,4.64146020349296,1.67827703559553,1,"Typical",0,1.4151687968015,"HighIH",3,"B",4,"T1"
"630",630,5.14526196910519,4.63672061703347,0.81184690610289,1,"Typical",0,1.41175359782992,"HighIH",3,"BF",3,"T1"
"631",631,3.48581814226556,3.95395628599156,-0.531482197636774,1,"Typical",0,0.919774801548245,"MidIH",2,"FB",2,"T1"
"632",632,2.58678813223476,4.58200424873228,-1.25925204321796,1,"Typical",0,1.37232668023941,"HighIH",3,"FB",2,"T1"
"633",633,4.75488111812661,3.09274349514592,0.495831413333294,1,"Intersectional",1,0.299211580947602,"MidIH",2,"BF",3,"T1"
"634",634,2.78596144553343,4.59597311077294,-1.09802012676803,1,"Typical",0,1.38239220888485,"HighIH",3,"FB",2,"T1"
"635",635,4.63495570149663,4.77191901738946,0.398751114602147,1,"Intersectional",1,1.50917337101116,"HighIH",3,"BF",3,"T1"
"636",636,4.1906427869163,3.89269222624528,0.0390773132539803,1,"Typical",0,0.875629820624434,"MidIH",2,"BF",3,"T1"
"637",637,4.41976402947623,4.31085073025626,0.224552246745353,1,"Typical",0,1.176941866531,"MidIH",2,"BF",3,"T1"
"638",638,4.28246140734122,3.62078898511814,0.113405002499676,1,"Typical",0,0.679704780031469,"MidIH",2,"BF",3,"T1"
"639",639,3.99601303780183,3.18853790274506,-0.118476562454448,1,"Typical",0,0.368238059336156,"MidIH",2,"BF",3,"T1"
"640",640,5.6009899601319,4.60959907251528,1.18076127598601,1,"Typical",0,1.39221065421275,"HighIH",3,"BF",3,"T1"
"641",641,4.17956785013906,2.80094456141734,0.0301120896927388,1,"Intersectional",1,0.0889503214688225,"MidIH",2,"BF",3,"T1"
"642",642,4.44429226412062,3.7397526011582,0.244407990536285,1,"Typical",0,0.765426271268994,"MidIH",2,"BF",3,"T1"
"643",643,4.70435227484754,3.94451057385457,0.454928030731703,1,"Typical",0,0.912968514406547,"MidIH",2,"BF",3,"T1"
"644",644,4.65592096339325,4.46680305561179,0.415722611930189,1,"Typical",0,1.28931627424011,"HighIH",3,"BF",3,"T1"
"645",645,3.91857004073994,3.77805387899823,-0.181167103798166,1,"Typical",0,0.793024983900972,"MidIH",2,"BF",3,"T1"
"646",646,1.81037261184708,5.48614220608846,-1.88776477035153,1,"Intersectional",1,2.02382044420605,"HighIH",3,"F",1,"T1"
"647",647,0.606543594357276,5.49423134399226,-2.86227112541157,1,"Typical",0,2.02964922603886,"HighIH",3,"F",1,"T1"
"648",648,2.809868907257,4.80221550376685,-1.07866690214519,1,"Intersectional",1,1.53100407923923,"HighIH",3,"FB",2,"T1"
"649",649,3.1674808164153,3.64685624518367,-0.789178051937377,1,"Intersectional",1,0.698488038977979,"MidIH",2,"FB",2,"T1"
"650",650,3.26865720554013,4.21130167973228,-0.70727519633936,1,"Intersectional",1,1.10520990892708,"MidIH",2,"FB",2,"T1"
"651",651,5.04140407632713,2.99610950604992,0.727773358227788,1,"Typical",0,0.229580126177849,"MidIH",2,"BF",3,"T1"
"652",652,3.01369906087575,4.09635632811146,-0.913665247285164,1,"Typical",0,1.02238385437574,"MidIH",2,"FB",2,"T1"
"653",653,1.03073900604448,3.73770536312975,-2.5188825557138,1,"Typical",0,0.763951095054971,"MidIH",2,"F",1,"T1"
"654",654,3.63672687764763,3.6681905802574,-0.40932072825256,1,"Intersectional",1,0.713860898999867,"MidIH",2,"FB",2,"T1"
"655",655,6.52076998999034,4.11586323356783,1.92532837923077,1,"Typical",0,1.03643992530575,"MidIH",2,"B",4,"T1"
"656",656,3.43834805124605,4.33957918639641,-0.56990950309436,1,"Intersectional",1,1.19764270081344,"MidIH",2,"FB",2,"T1"
"657",657,4.09267645528687,4.51754662037828,-0.0402269827613037,1,"Intersectional",1,1.32588051284754,"HighIH",3,"BF",3,"T1"
"658",658,5.28261790544768,4.50083756379869,0.923037308499137,1,"Intersectional",1,1.31384048502346,"HighIH",3,"BF",3,"T1"
"659",659,3.20341924412329,4.60248631953782,-0.760085692737293,1,"Intersectional",1,1.38708542506852,"HighIH",3,"FB",2,"T1"
"660",660,5.94531660001852,4.74325433765097,1.45949562605647,1,"Intersectional",1,1.48851849202528,"HighIH",3,"B",4,"T1"
"661",661,4.24651835389896,3.90038814535421,0.0843088987417023,1,"Intersectional",1,0.88117526119207,"MidIH",2,"BF",3,"T1"
"662",662,5.53481792129024,3.63299245943536,1.12719463866326,1,"Typical",0,0.688498225049139,"MidIH",2,"BF",3,"T1"
"663",663,4.63425961588313,4.21719010591661,0.398187629386086,1,"Intersectional",1,1.10945292616516,"MidIH",2,"BF",3,"T1"
"664",664,5.20913442810863,4.09243719059108,0.863552020623182,1,"Intersectional",1,1.01955984545776,"MidIH",2,"BF",3,"T1"
"665",665,1.45570791644289,5.37128759502755,-2.17486783446233,1,"Typical",0,1.94105977448724,"HighIH",3,"F",1,"T1"
"666",666,5.08544435897856,5.21686594422625,0.763424214536225,1,"Intersectional",1,1.82978832337743,"HighIH",3,"BF",3,"T1"
"667",667,4.64839877540542,5.24182364137108,0.40963335848008,1,"Intersectional",1,1.84777206570406,"HighIH",3,"BF",3,"T1"
"668",668,4.24259522518361,3.32195018322161,0.0811331039990221,1,"Intersectional",1,0.464370809941164,"MidIH",2,"BF",3,"T1"
"669",669,3.1204865040054,3.18459908209512,-0.82722021193666,1,"Intersectional",1,0.365399867365625,"MidIH",2,"FB",2,"T1"
"670",670,1.99815695949055,6.65632447740798,-1.73575228560436,1,"Intersectional",1,2.86701748760664,"HighIH",3,"F",1,"T1"
"671",671,2.86324016770907,3.35538904297928,-1.03546256686794,1,"Typical",0,0.488465814944578,"MidIH",2,"FB",2,"T1"
"672",672,3.83517015954181,3.63280565201354,-0.24867977632727,1,"Typical",0,0.688363617416105,"MidIH",2,"FB",2,"T1"
"673",673,3.79217262757356,4.4468980071694,-0.283486520097521,1,"Typical",0,1.27497331382554,"MidIH",2,"FB",2,"T1"
"674",674,4.51059352659782,5.12969220003918,0.298079235118227,1,"Intersectional",1,1.766973627614,"HighIH",3,"BF",3,"T1"
"675",675,5.68356682847813,2.60130643611851,1.24760771498626,1,"Typical",0,-0.0549027184616157,"MidIH",2,"BF",3,"T1"
"676",676,2.32109102942071,5.37346949882239,-1.47433534113782,1,"Typical",0,1.94263198667493,"HighIH",3,"FB",2,"T1"
"677",677,3.59921296393145,3.74230350407779,-0.439688452230362,1,"Intersectional",1,0.76726437277892,"MidIH",2,"FB",2,"T1"
"678",678,4.83874351922915,3.11594226064387,0.563718498324341,1,"Intersectional",1,0.315927891694947,"MidIH",2,"BF",3,"T1"
"679",679,4.65145676886108,3.34812542959348,0.412108821368061,1,"Intersectional",1,0.483231880470075,"MidIH",2,"BF",3,"T1"
"680",680,3.34156465754968,5.2171840471666,-0.648256204204832,1,"Intersectional",1,1.83001753848807,"HighIH",3,"FB",2,"T1"
"681",681,5.0069790360308,3.72231193438343,0.699906094642527,1,"Intersectional",1,0.752859067834239,"MidIH",2,"BF",3,"T1"
"682",682,5.21670765466613,3.57512986875754,0.869682590082271,1,"Typical",0,0.646804237215924,"MidIH",2,"BF",3,"T1"
"683",683,3.71788291733081,4.40392022173262,-0.343624458039976,1,"Typical",0,1.24400485489363,"MidIH",2,"FB",2,"T1"
"684",684,4.29687944512841,4.35153285928051,0.125076485116377,1,"Typical",0,1.20625614666773,"MidIH",2,"BF",3,"T1"
"685",685,2.4560144798702,3.49809874533866,-1.36511404974228,1,"Intersectional",1,0.591297999334383,"MidIH",2,"FB",2,"T1"
"686",686,3.85475525609783,4.27830125964043,-0.232825530598837,1,"Intersectional",1,1.15348772775262,"MidIH",2,"FB",2,"T1"
"687",687,2.30654722521363,2.78239572182144,-1.48610863237822,1,"Typical",0,0.0755846030768149,"MidIH",2,"FB",2,"T1"
"688",688,5.1939746675241,5.49073636354082,0.851280109233628,1,"Intersectional",1,2.02713085154659,"HighIH",3,"BF",3,"T1"
"689",689,4.38407193187464,5.90875797158042,0.195659293150751,1,"Typical",0,2.32834425446295,"HighIH",3,"BF",3,"T1"
"690",690,5.07905702378083,4.4262999936181,0.758253630797462,1,"Typical",0,1.2601310242506,"MidIH",2,"BF",3,"T1"
"691",691,3.69708592007831,5.13599371815796,-0.360459744192976,1,"Typical",0,1.77151430608514,"HighIH",3,"FB",2,"T1"
"692",692,3.04190097165651,4.99007271037377,-0.890835642016142,1,"Typical",0,1.66636815462711,"HighIH",3,"FB",2,"T1"
"693",693,5.31779222087762,3.0909979503198,0.951511114515913,1,"Typical",0,0.297953795496072,"MidIH",2,"BF",3,"T1"
"694",694,3.55453334719915,5.69893749058663,-0.475856853070261,1,"Intersectional",1,2.17715412489506,"HighIH",3,"FB",2,"T1"
"695",695,5.22552848452039,4.41521167759631,0.876823101421505,1,"Typical",0,1.25214112770626,"MidIH",2,"BF",3,"T1"
"696",696,2.84158911998203,3.86532616331128,-1.05298921167976,1,"Intersectional",1,0.855910684622281,"MidIH",2,"FB",2,"T1"
"697",697,4.31722603510039,4.96661712756099,0.141547164044556,1,"Intersectional",1,1.64946678928966,"HighIH",3,"BF",3,"T1"
"698",698,2.37399190403944,3.32856992103739,-1.43151178583618,1,"Intersectional",1,0.469140787654168,"MidIH",2,"FB",2,"T1"
"699",699,1.46520343832046,5.11882197051613,-2.16718115613853,1,"Typical",0,1.75914087743518,"HighIH",3,"F",1,"T1"
"700",700,3.63116452118475,5.68937976887391,-0.413823487069172,1,"Intersectional",1,2.17026712712784,"HighIH",3,"FB",2,"T1"
"701",1,3.15835723111121,3.25434889005789,0.680021306632024,2,"Intersectional",1,0.415659415209955,"MidIH",2,"BF",3,"T2"
"702",2,3.44905949536198,2.91914080528394,-0.762950931438003,2,"Intersectional",1,0.174118868123513,"MidIH",2,"FB",2,"T2"
"703",3,3.82488879275118,3.42096599992275,-0.256279064013552,2,"Typical",0,0.535718535794291,"MidIH",2,"FB",2,"T2"
"704",4,0.651330911757575,4.01004620428575,0.4735682894777,2,"Intersectional",1,0.96019145665353,"MidIH",2,"BF",3,"T2"
"705",5,4.11795146966899,2.37665446968729,0.169818694786698,2,"Intersectional",1,-0.21677995633442,"MidIH",2,"BF",3,"T2"
"706",6,1.2470043346445,4.02266483587539,0.648882725045317,2,"Typical",0,0.969284051122725,"MidIH",2,"BF",3,"T2"
"707",7,2.60076358806364,4.99690847910845,-0.939940754797957,2,"Intersectional",1,1.67129379751858,"HighIH",3,"FB",2,"T2"
"708",8,2.51200544096445,3.09540627484491,-0.313068528959046,2,"Intersectional",1,0.301130297394129,"MidIH",2,"FB",2,"T2"
"709",9,2.40716108223025,3.67879308644752,1.99054376840861,2,"Intersectional",1,0.721500736050263,"MidIH",2,"B",4,"T2"
"710",10,2.54572753542427,3.15544237106923,-1.13176004321376,2,"Intersectional",1,0.344390445897815,"MidIH",2,"FB",2,"T2"
"711",11,1.90601533823555,4.20975123777192,-0.34468052419396,2,"Typical",0,1.10409270854814,"MidIH",2,"FB",2,"T2"
"712",12,1.6904492847707,4.51611674602802,1.52433277480359,2,"Intersectional",1,1.32485018974821,"HighIH",3,"B",4,"T2"
"713",13,2.46026618401452,2.89587288183368,0.326063996925759,2,"Intersectional",1,0.157352724301142,"MidIH",2,"BF",3,"T2"
"714",14,3.29108266741996,3.2854794782981,-0.808574024795038,2,"Intersectional",1,0.438091151364931,"MidIH",2,"FB",2,"T2"
"715",15,2.60255157098309,3.08817563855312,-0.0947149833021227,2,"Typical",0,0.295920125190557,"MidIH",2,"BF",3,"T2"
"716",16,3.47281326265874,3.58940454087883,0.354397453023563,2,"Typical",0,0.657090123118654,"MidIH",2,"BF",3,"T2"
"717",17,4.22021537657222,2.62772883939469,0.129568853302722,2,"Intersectional",1,-0.0358635543347361,"MidIH",2,"BF",3,"T2"
"718",18,2.52335527120718,1.90614609628817,0.621247844055116,2,"Intersectional",1,-0.555813694128106,"MidIH",2,"BF",3,"T2"
"719",19,1.12824170172358,2.11306446401552,-0.246834562152652,2,"Intersectional",1,-0.406714737350852,"MidIH",2,"FB",2,"T2"
"720",20,2.98554329661328,3.66616498684782,1.47582215984168,2,"Typical",0,0.712401319226739,"MidIH",2,"B",4,"T2"
"721",21,2.32213787133955,3.05011954566428,0.686221516758323,2,"Intersectional",1,0.268498085228299,"MidIH",2,"BF",3,"T2"
"722",22,2.05766623730639,1.77372106721534,-0.488326998283003,2,"Intersectional",1,-0.651235061998033,"MidIH",2,"FB",2,"T2"
"723",23,3.154947051865,4.21440783926991,-0.362543463708935,2,"Typical",0,1.10744811113083,"MidIH",2,"FB",2,"T2"
"724",24,2.74063690623609,3.84481935254727,-0.891105417823351,2,"Typical",0,0.841134112946579,"MidIH",2,"FB",2,"T2"
"725",25,3.01770036925536,3.21612518329108,1.0337707049683,2,"Intersectional",1,0.388116597886941,"MidIH",2,"BF",3,"T2"
"726",26,3.14151159611191,2.78047356517887,-0.0805705198867208,2,"Intersectional",1,0.0741995566291838,"MidIH",2,"BF",3,"T2"
"727",27,4.0263243035643,2.09853614179827,-0.590633463393605,2,"Typical",0,-0.417183395644015,"MidIH",2,"FB",2,"T2"
"728",28,2.51764785120247,1.72333184858674,-1.45618757613846,2,"Intersectional",1,-0.687543969771004,"LowIH",1,"FB",2,"T2"
"729",29,4.23382189242905,3.42965350037723,-0.906885825114285,2,"Intersectional",1,0.541978479118756,"MidIH",2,"FB",2,"T2"
"730",30,3.29381092400116,3.03863061967954,-0.562576263887349,2,"Typical",0,0.260219521572351,"MidIH",2,"FB",2,"T2"
"731",31,2.15885688400951,3.65917509457593,0.269460939686311,2,"Intersectional",1,0.707364619695565,"MidIH",2,"BF",3,"T2"
"732",32,2.81081826739095,3.79647659680511,-0.619780149993952,2,"Intersectional",1,0.806299822844353,"MidIH",2,"FB",2,"T2"
"733",33,3.48564262929336,2.87474556994155,1.3310388720685,2,"Intersectional",1,0.142129038761659,"MidIH",2,"B",4,"T2"
"734",34,2.8937071275171,1.65939997484464,0.0831744752840698,2,"Intersectional",1,-0.733611294699459,"LowIH",1,"BF",3,"T2"
"735",35,3.47961204552099,3.21120574484637,1.70777059743346,2,"Intersectional",1,0.384571803154156,"MidIH",2,"B",4,"T2"
"736",36,2.8771088366631,2.45484222648167,-0.421968483683492,2,"Typical",0,-0.160440284323493,"MidIH",2,"FB",2,"T2"
"737",37,1.84521099033265,2.72332510676658,0.151512375687103,2,"Typical",0,0.0330201503527569,"MidIH",2,"BF",3,"T2"
"738",38,3.81242910627011,2.32360449298119,1.48250409133623,2,"Typical",0,-0.255006123836189,"MidIH",2,"B",4,"T2"
"739",39,3.48740902286305,0.772978139940705,-0.298788611403736,2,"Intersectional",1,-1.37233937041532,"LowIH",1,"FB",2,"T2"
"740",40,3.83592606794696,3.02231580071006,-0.631720718329976,2,"Intersectional",1,0.248463569140109,"MidIH",2,"FB",2,"T2"
"741",41,2.54340436449823,3.80336421817047,0.926242140391321,2,"Intersectional",1,0.81126282913292,"MidIH",2,"BF",3,"T2"
"742",42,4.20775343600575,1.84728845320767,1.84573517082139,2,"Intersectional",1,-0.598224685854245,"MidIH",2,"B",4,"T2"
"743",43,0.978712752195789,3.75755723146232,-0.0412635870932544,2,"Typical",0,0.778255735532156,"MidIH",2,"BF",3,"T2"
"744",44,1.79560574833819,3.11896600559078,-0.88978638773312,2,"Typical",0,0.318106708501292,"MidIH",2,"FB",2,"T2"
"745",45,2.78418304132866,2.95208987776876,0.12867596113537,2,"Typical",0,0.197860947612263,"MidIH",2,"BF",3,"T2"
"746",46,3.61023083781933,4.03731560401009,-1.67858128888073,2,"Intersectional",1,0.979840940145485,"MidIH",2,"F",1,"T2"
"747",47,2.28321699508314,3.11266042615744,-0.195302466173272,2,"Typical",0,0.313563103572871,"MidIH",2,"FB",2,"T2"
"748",48,3.48451976994316,3.51832608846577,-0.595823989796259,2,"Intersectional",1,0.605873195300563,"MidIH",2,"FB",2,"T2"
"749",49,4.29050055785395,2.6519676957139,-0.300061944806866,2,"Intersectional",1,-0.0183977864072107,"MidIH",2,"FB",2,"T2"
"750",50,2.77240101084517,4.06074546684103,1.09931186949478,2,"Intersectional",1,0.996723772461907,"MidIH",2,"BF",3,"T2"
"751",51,4.61450232586356,4.69806419309177,-0.111622722711893,2,"Intersectional",1,1.45595587574141,"HighIH",3,"BF",3,"T2"
"752",52,1.10355070022803,3.73059905346299,-0.759796574351779,2,"Typical",0,0.758830508760539,"MidIH",2,"FB",2,"T2"
"753",53,3.11897866747011,4.32659059748819,2.25576807560876,2,"Typical",0,1.18828352657727,"MidIH",2,"B",4,"T2"
"754",54,2.00653142488121,4.31033236893701,-1.13037542512456,2,"Intersectional",1,1.17656835144492,"MidIH",2,"FB",2,"T2"
"755",55,2.88373774491047,3.95491178092916,0.74216842945416,2,"Intersectional",1,0.920463301558985,"MidIH",2,"BF",3,"T2"
"756",56,3.3829350568032,2.36730000055587,0.833760243895208,2,"Intersectional",1,-0.223520496596841,"MidIH",2,"BF",3,"T2"
"757",57,3.08359673289302,3.42164963877477,-0.48585966585816,2,"Intersectional",1,0.536211144743257,"MidIH",2,"FB",2,"T2"
"758",58,1.82762442602609,2.59961457209302,0.424748828301375,2,"Typical",0,-0.0561218231934913,"MidIH",2,"BF",3,"T2"
"759",59,4.43731525482521,0.687372433675827,-0.860013329668116,2,"Intersectional",1,-1.43402418669558,"LowIH",1,"FB",2,"T2"
"760",60,4.13356724584287,3.44452943572593,-0.901793683128394,2,"Typical",0,0.552697616650812,"MidIH",2,"FB",2,"T2"
"761",61,4.41226720661935,3.47292620826122,-0.710148413811323,2,"Typical",0,0.573159450017055,"MidIH",2,"FB",2,"T2"
"762",62,3.38417322739643,3.80171388982973,-0.479260401764812,2,"Intersectional",1,0.810073653726957,"MidIH",2,"FB",2,"T2"
"763",63,2.7253880828985,2.90694127034299,-0.269286464222872,2,"Intersectional",1,0.16532826169818,"MidIH",2,"FB",2,"T2"
"764",64,2.90786139981396,4.37167098980484,-2.04219576978409,2,"Typical",0,1.22076705879989,"MidIH",2,"F",1,"T2"
"765",65,3.64028021015471,3.11161369253753,-0.646977202192768,2,"Typical",0,0.312808859798054,"MidIH",2,"FB",2,"T2"
"766",66,1.30603331963322,5.00094910342625,-1.53190611130162,2,"Intersectional",1,1.67420534605402,"HighIH",3,"FB",2,"T2"
"767",67,3.19101391737488,2.71026553656339,1.77552058301737,2,"Intersectional",1,0.023609829197406,"MidIH",2,"B",4,"T2"
"768",68,2.16563712191279,4.16663604367858,-0.198165930645948,2,"Intersectional",1,1.073025237201,"MidIH",2,"FB",2,"T2"
"769",69,3.63820988723989,3.34245043893962,-1.02850141220913,2,"Typical",0,0.479142658254067,"MidIH",2,"FB",2,"T2"
"770",70,5.04980459458502,2.76626314689266,-0.129109421684246,2,"Intersectional",1,0.063959970046743,"MidIH",2,"BF",3,"T2"
"771",71,3.33030929446998,2.14284745835682,-0.120297127309654,2,"Typical",0,-0.385254035554473,"MidIH",2,"BF",3,"T2"
"772",72,0.706562884139647,4.567964805896,0.0721849746020999,2,"Typical",0,1.3622102932622,"HighIH",3,"BF",3,"T2"
"773",73,2.43517538866971,3.65404563605548,-0.365593571086444,2,"Intersectional",1,0.703668491011427,"MidIH",2,"FB",2,"T2"
"774",74,3.06385812009992,2.46068477386013,0.567178378780861,2,"Typical",0,-0.156230325929668,"MidIH",2,"BF",3,"T2"
"775",75,3.96857703415212,2.13715866829605,0.417548050120409,2,"Typical",0,-0.389353201195015,"MidIH",2,"BF",3,"T2"
"776",76,3.91428980643893,3.23435221608213,2.11901198896376,2,"Typical",0,0.401250432278439,"MidIH",2,"B",4,"T2"
"777",77,4.98584313538507,3.43995456130288,-0.746399297829332,2,"Typical",0,0.549401104062992,"MidIH",2,"FB",2,"T2"
"778",78,2.22088826199764,3.66626497228366,-0.169210925128782,2,"Typical",0,0.712473365630062,"MidIH",2,"BF",3,"T2"
"779",79,1.23785608317277,4.18037785726598,-1.17723636874888,2,"Typical",0,1.08292716177451,"MidIH",2,"FB",2,"T2"
"780",80,3.67320696802464,1.60263626602287,1.03138639873139,2,"Typical",0,-0.77451346235664,"LowIH",1,"BF",3,"T2"
"781",81,1.81958640835021,3.96827156679121,0.124022097617242,2,"Intersectional",1,0.930089948804838,"MidIH",2,"BF",3,"T2"
"782",82,5.05497420730404,3.80756420472703,-2.08926329090607,2,"Typical",0,0.814289209153889,"MidIH",2,"F",1,"T2"
"783",83,1.69403459430605,3.76507927530854,0.0505512916135781,2,"Typical",0,0.783675886979424,"MidIH",2,"BF",3,"T2"
"784",84,2.39112369626573,3.62179246154593,-1.27646022015168,2,"Intersectional",1,0.680427854015562,"MidIH",2,"FB",2,"T2"
"785",85,3.11788264602516,2.0543804254233,-0.496063165550027,2,"Typical",0,-0.449000635068285,"MidIH",2,"FB",2,"T2"
"786",86,2.01850453423526,3.43876763451146,2.40435879549636,2,"Intersectional",1,0.548545841437855,"MidIH",2,"B",4,"T2"
"787",87,1.69278135357588,4.09229243105947,-0.702196345702824,2,"Intersectional",1,1.01945553623001,"MidIH",2,"FB",2,"T2"
"788",88,1.80515692753096,2.90266044373389,-0.036311080497649,2,"Typical",0,0.162243630843164,"MidIH",2,"BF",3,"T2"
"789",89,2.9184539400234,3.7964299561028,1.01689748497652,2,"Intersectional",1,0.806266215001149,"MidIH",2,"BF",3,"T2"
"790",90,3.73986025953678,3.93031430407662,-0.72319914310738,2,"Intersectional",1,0.902739122800245,"MidIH",2,"FB",2,"T2"
"791",91,4.46031580089328,3.67590554444468,1.10511006237457,2,"Typical",0,0.719420062860141,"MidIH",2,"BF",3,"T2"
"792",92,1.91820000929037,1.87794379058477,1.22811122542286,2,"Intersectional",1,-0.576135400728032,"MidIH",2,"BF",3,"T2"
"793",93,2.77472972591527,3.58559899463207,1.09809763343864,2,"Typical",0,0.654347964548625,"MidIH",2,"BF",3,"T2"
"794",94,2.04971199256723,3.71875480284919,0.722595064503882,2,"Intersectional",1,0.75029590919975,"MidIH",2,"BF",3,"T2"
"795",95,3.46424066489753,2.74559584077513,0.333085308778265,2,"Typical",0,0.0490677503981684,"MidIH",2,"BF",3,"T2"
"796",96,2.37099206970576,2.11813964451855,1.63040224860116,2,"Typical",0,-0.403057719722264,"MidIH",2,"B",4,"T2"
"797",97,1.91531263198925,2.21150598256167,0.942765650382949,2,"Typical",0,-0.335780832932372,"MidIH",2,"BF",3,"T2"
"798",98,1.24780640434416,1.87203461238072,0.0459821370383725,2,"Typical",0,-0.580393371227761,"MidIH",2,"BF",3,"T2"
"799",99,3.1675667139155,3.07101174460218,-1.05401014979884,2,"Intersectional",1,0.283552355666619,"MidIH",2,"FB",2,"T2"
"800",100,3.18710526887018,3.6289977823521,-0.692993932789197,2,"Intersectional",1,0.685619784665536,"MidIH",2,"FB",2,"T2"
"801",101,4.02679058139898,3.68406931665876,-0.293631965345739,2,"Typical",0,0.725302623861642,"MidIH",2,"FB",2,"T2"
"802",102,2.10604093382712,3.38778083575807,1.12257774907353,2,"Intersectional",1,0.511806335965055,"MidIH",2,"BF",3,"T2"
"803",103,2.47937359220768,2.44105245880001,-1.27099130703765,2,"Typical",0,-0.170376763129695,"MidIH",2,"FB",2,"T2"
"804",104,3.55920811042149,3.80017787361839,1.07653347688856,2,"Typical",0,0.808966848095253,"MidIH",2,"BF",3,"T2"
"805",105,3.36094372346075,3.70637332784497,-0.838508454781572,2,"Intersectional",1,0.741374202408955,"MidIH",2,"FB",2,"T2"
"806",106,2.61862692893314,3.12219848240207,0.642372805416608,2,"Typical",0,0.320435931013837,"MidIH",2,"BF",3,"T2"
"807",107,3.27940829898133,3.48799605801259,-1.44366904895888,2,"Typical",0,0.584018316252076,"MidIH",2,"FB",2,"T2"
"808",108,2.30481273617455,3.97008910474408,-1.75715785463537,2,"Intersectional",1,0.931399610270139,"MidIH",2,"F",1,"T2"
"809",109,4.49451490488115,3.00245910936655,0.74269974726828,2,"Typical",0,0.234155453350865,"MidIH",2,"BF",3,"T2"
"810",110,2.98781722335507,3.14824065532586,-0.27363753228637,2,"Intersectional",1,0.339201112944259,"MidIH",2,"FB",2,"T2"
"811",111,4.03038537093904,3.8839548972627,0.510132471240843,2,"Typical",0,0.869333972408392,"MidIH",2,"BF",3,"T2"
"812",112,2.2958364837039,3.03871604187403,1.16971603237172,2,"Intersectional",1,0.260281074155737,"MidIH",2,"BF",3,"T2"
"813",113,4.17881859366499,1.94590291277793,1.13605747954411,2,"Intersectional",1,-0.527166165498755,"MidIH",2,"BF",3,"T2"
"814",114,4.24378227877827,2.54818205478581,0.265631259692448,2,"Intersectional",1,-0.093182499629131,"MidIH",2,"BF",3,"T2"
"815",115,1.75930557570971,3.11286465081218,-1.88600399472575,2,"Intersectional",1,0.31371026152363,"MidIH",2,"F",1,"T2"
"816",116,3.16569845914646,3.06052411662357,0.239008162055813,2,"Intersectional",1,0.275995296291698,"MidIH",2,"BF",3,"T2"
"817",117,4.32934538681517,3.06628209175328,0.322762746352881,2,"Typical",0,0.28014431454666,"MidIH",2,"BF",3,"T2"
"818",118,4.95624506799711,4.46682529626125,0.526678332102522,2,"Typical",0,1.28933230016216,"HighIH",3,"BF",3,"T2"
"819",119,1.28738372349378,2.4501317335408,2.42740266767266,2,"Intersectional",1,-0.163834519408101,"MidIH",2,"B",4,"T2"
"820",120,3.32072322599456,2.90035862416026,-1.87462117189857,2,"Typical",0,0.160585011065295,"MidIH",2,"F",1,"T2"
"821",121,1.87872169498909,2.56053524790507,-1.58227429679621,2,"Typical",0,-0.0842811718872775,"MidIH",2,"FB",2,"T2"
"822",122,2.1716425422867,2.96296866025508,2.37990450472689,2,"Typical",0,0.205699860791077,"MidIH",2,"B",4,"T2"
